T50,T90,Epk_bisector
7.616,35.26,62.37348355
3.712,10.5,261.8183008
3.072,3.136,126.7651866
0.192,2.176,781.6278046
0.576,6.464,28.97343588
0.192,0.64,1555.965632
1.152,2.432,92.04495718
1.856,2.752,690.2398038
20.16,33.86,138.9952631
4.8,11.01,132.7394458
6.08,23.1,342.7677865
10.24,63.04,165.1961798
2.24,5.76,121.0598134
14.91,30.4,283.1391996
0.32,1.28,454.9880602
0.768,4.864,39.62780343
22.85,89.66,155.5965632
2.24,4.032,340.4081897
0.256,0.64,236.5919697
0.256,2.24,210.377844
2.752,8.768,176.1976046
33.92,77.82,136.7728826
28.48,35.39,311.1716337
30.53,70.98,197.2422736
34.24,102.2,343.5579479
1.792,3.008,331.8944576
0.256,1.984,79.61593504
0.063,0.199,680.7693587
15.55,37.57,296.483139
3.264,12.86,132.7394458
6.08,22.98,140.2813705
16.7,37.57,119.6740531
50.94,60.1,342.7677865
56.51,122.9,52.2396189
15.68,48.64,174.5822153
12.03,66.18,156.3147643
0.192,1.984,538.2697825
0.128,0.192,372.3917063
15.94,32.51,111.4294534
22.02,72.38,134.5860354
0.512,3.072,1655.769963
6.4,15.62,36.72823005
0.092,0.208,287.7398415
7.424,43.26,84.33347578
3.712,13.18,60.95368972
0.512,7.872,1202.264435
0.128,0.192,1644.371723
78.85,180.5,76.38357836
2.944,9.984,133.9676687
0.091,0.202,179.8870915
8.256,63.17,34.35579479
0.64,0.96,668.3439176
9.664,33.98,180.3017741
5.76,33.47,109.3956366
6.848,25.79,115.6112242
45.57,159.6,415.9106105
0.576,1.984,959.4006315
4.096,18.88,125.025903
8.832,22.66,110.6623784
2.688,6.656,1051.961874
7.36,37.25,95.4992586
3.136,7.744,94.62371614
20.1,33.02,158.4893192
25.73,57.98,59.29253246
6.4,22.59,129.1219274
2.496,4.864,70.30723199
3.584,20.35,196.788629
34.75,72.13,87.29713684
13.44,37.63,180.3017741
5.888,14.53,182.3895702
0.832,2.432,94.62371614
13.31,36.8,196.3360277
97.73,149.2,110.407862
2.048,6.528,682.3386941
30.72,64.58,355.6313186
0.192,0.768,1383.566379
4.48,15.23,807.2350302
0.96,1.92,857.0378452
11.07,11.71,392.6449354
0.058,0.612,181.5515663
34.18,67.78,132.7394458
5.44,16.9,59.70352866
37.25,136.1,180.7174126
0.256,0.448,486.4072057
28.29,82.69,517.606832
17.92,36.1,122.179966
44.29,114.5,105.1961874
0.02,0.264,1566.75107
12.54,29.18,187.4994508
0.062,0.901,545.7578611
0.128,0.896,1002.305238
6.016,29.31,97.05099672
25.73,40.58,174.9846689
0.384,0.768,264.2408757
14.21,31.1,279.898132
0.541,1.32,327.3406949
32.13,65.6,242.1029047
0.256,0.896,286.417797
0.448,0.832,843.3347578
7.68,20.86,155.238701
25.66,48.19,1188.502227
7.104,18.05,1106.623784
30.4,52.67,202.768272
10.05,36.35,164.8162392
0.512,1.989,1636.816521
7.232,14.53,62.66138647
8.704,14.08,267.3006409
1.024,3.392,433.5108784
5.696,36.99,159.5879147
9.536,30.14,173.3803998
3.712,7.104,332.6595533
5.12,17.79,44.77133042
1.92,6.464,165.1961798
0.896,3.008,467.7351413
2.688,6.528,77.44617978
11.39,48.06,275.4228703
7.36,25.92,38.19442708
2.368,6.592,53.95106225
1.088,8.896,233.8837239
0.704,2.944,776.2471166
21.5,42.5,224.9054606
0.192,6.208,398.1071706
3.456,9.408,47.42419853
0.192,0.256,201.8366364
8.384,13.38,136.7728826
2.176,6.592,783.4296428
11.78,44.93,88.30799004
0.256,1.536,746.4487584
56.96,100.7,208.4490883
0.256,1.024,175.3880502
61.89,149.2,65.76578374
17.86,23.49,105.9253725
0.832,3.328,199.986187
0.286,0.54,181.1340093
40.77,89.86,105.4386896
383.5,616.3,229.6148648
0.128,0.256,826.0379496
0.192,1.792,121.338885
65.92,195.2,361.4098626
0.042,0.075,371.5352291
1.408,9.408,53.45643594
1.152,2.24,493.173804
17.86,42.43,94.40608763
25.6,54.72,76.55966069
1.728,3.328,387.2576449
41.98,108.5,61.37620052
14.27,47.49,121.8989599
41.15,131,685.4882265
49.47,69.5,48.97788194
19.52,41.28,87.29713684
343.7,378,124.1652308
8.32,36.29,55.20774393
28.35,48.32,184.9268619
0.64,1.856,63.24118514
4.352,15.68,159.9558029
9.6,37.18,125.8925412
8.128,16.06,113.2400363
9.472,31.23,210.377844
1.216,4.352,72.11074792
0.704,1.664,669.8846094
1.984,6.784,252.9297996
12.22,26.62,153.1087462
5.888,13.63,2249.054606
0.016,0.032,348.337315
0.832,1.024,610.9420249
0.064,1.664,557.1857489
11.33,32.96,338.8441561
1.28,6.784,50.0034535
0.029,0.097,586.1381645
4.352,13.31,152.4052754
26.82,59.01,72.27698036
6.72,22.59,58.88436554
8,10.37,39.99447498
18.75,96.13,79.61593504
16.7,36.8,142.8893959
0.384,1.472,105.1961874
8,30.72,120.2264435
38.72,87.62,184.0772001
0.738,0.936,89.33054837
0.247,0.326,129.1219274
0.082,0.289,281.8382931
28.93,45.06,403.645393
9.92,22.78,126.4736347
54.34,68.35,103.2761406
1.984,2.944,470.9773264
0.558,2.816,296.483139
2.624,7.04,55.97576015
7.296,39.23,84.9180475
6.592,17.54,101.6248693
0.621,0.685,61.80164001
9.856,23.04,321.3660539
36.61,49.15,104.7128548
23.17,114.1,234.4228815
0.296,0.773,430.5266105
10.05,25.66,112.4604974
17.73,31.23,224.9054606
6.08,17.47,116.6809617
2.112,6.976,147.9108388
236.5,269.4,131.8256739
10.24,39.68,474.2419853
5.504,16.7,132.1295634
0.192,0.704,407.3802778
20.16,71.94,79.61593504
3.392,10.05,136.7728826
4.992,42.37,113.5010816
33.86,127.7,398.1071706
14.78,34.69,238.7811283
14.72,35.97,159.5879147
79.23,128.1,79.79946873
3.648,43.46,159.9558029
282.9,389.4,99.77000638
11.07,111.4,54.32503315
28.42,239.6,341.1929116
5.824,23.55,182.3895702
2.24,7.168,195.8844674
4.416,10.69,39.62780343
0.433,0.583,136.7728826
0.64,1.152,110.9174815
2.432,3.072,1028.016298
0.576,2.624,199.5262315
57.92,105,311.1716337
0.192,0.512,322.1068791
0.013,0.036,463.4469197
24.51,88.38,266.6858665
3.84,16.45,52.96634439
19.07,63.36,308.318795
20.16,42.37,98.62794856
4.544,8.064,99.77000638
0.115,0.2,338.8441561
0.832,2.368,275.4228703
5.76,18.56,271.6439269
4.288,11.01,117.4897555
0.048,0.116,519.9959965
19.39,40.32,1156.112242
0.192,0.256,620.8690342
6.272,27.9,106.1695557
7.488,18.3,89.74287945
25.6,86.34,120.503594
3.648,12.74,220.8004733
3.2,8.192,65.61452663
0.896,1.408,648.6344335
0.027,0.11,340.4081897
3.264,9.28,126.7651866
47.81,65.47,125.6029964
0.09,0.192,488.6523593
0.124,0.283,337.2873087
11.26,39.94,622.3002852
12.74,35.78,280.5433638
0.768,1.216,374.9730022
45.89,100.9,1137.627286
0.128,0.192,1499.684836
19.14,44.74,372.3917063
9.792,34.88,91.62204901
3.904,12.16,352.370871
0.576,1.088,349.1403155
0.254,0.452,568.8529308
0.214,0.344,80.72350302
23.23,40.26,54.95408739
94.46,134.7,78.88601176
1.92,4.544,1025.651926
0.96,2.432,385.4783577
4.224,7.488,132.4341535
11.14,33.92,207.9696687
7.616,23.81,145.881426
52.1,218.9,91.62204901
1.536,6.528,132.1295634
21.89,39.68,528.4452518
0.257,1.041,147.9108388
0.256,0.768,748.1695005
0.049,0.092,1230.268771
11.97,21.31,95.71940713
0.146,0.206,334.9654392
13.18,31.3,168.2674061
2.88,19.26,153.4616983
9.344,35.14,110.9174815
0.832,10.18,1069.054879
6.656,28.35,73.62070975
5.696,20.1,135.8313447
1.984,7.104,158.8546749
0.256,0.384,162.1810097
0.384,0.768,65.91738952
10.56,14.4,283.7919028
6.72,13.06,94.18895965
3.648,10.69,152.7566058
6.528,15.04,119.6740531
5.696,28.61,49.54501908
306.3,411.6,281.8382931
20.48,108.4,261.8183008
51.39,211.4,98.85530947
0.32,25.86,1648.162392
1.408,5.312,49.65923215
38.21,77.31,92.89663868
0.192,0.96,385.4783577
3.136,4.416,172.9816359
20.1,36.8,81.84647881
0.098,0.24,887.156012
32.58,88.26,181.5515663
17.22,104.3,124.4514612
10.88,19.84,202.768272
9.536,33.28,311.8889584
34.5,78.21,56.6239289
33.02,105.1,76.91304403
0.064,0.192,1479.108388
12.8,28.35,222.3309891
3.712,22.21,303.3891184
12.61,47.74,110.153931
0.063,0.146,356.4511334
0.064,0.128,1049.542429
9.28,41.09,397.1915495
0.128,0.448,205.1162179
15.62,54.59,231.206479
0.218,0.399,453.9416167
0.2,0.523,1282.330583
92.1,157.1,216.2718524
41.98,78.21,198.6094917
15.04,33.02,332.6595533
2.624,20.22,32.06269325
22.27,52.67,49.4310687
0.665,1.079,382.8247433
0.643,0.969,642.6877173
13.95,22.46,84.9180475
0.229,1.177,1059.253725
4.71,13.06,1892.343619
7.168,22.53,58.21032178
27.39,51.71,70.4693069
88.13,99.58,711.2135137
2.496,27.65,235.5049284
0.364,0.966,1386.755829
28.61,52.42,71.28530301
4.992,7.744,67.92036326
80.06,147.5,55.59042573
0.055,2.07,265.4605562
12.1,44.93,260.0159563
4.608,20.54,205.5890596
8.96,24.19,118.5768748
7.04,46.27,115.6112242
33.66,61.12,193.6421964
22.53,53.95,161.0645635
0.044,0.092,398.1071706
16.64,99.58,142.2328787
13.95,45.25,348.337315
2.24,3.072,809.0958992
64.38,180.7,831.7637711
56.45,106.6,93.97233106
4.416,10.3,230.1441817
9.344,53.18,366.4375746
0.576,1.664,162.5548756
0.296,0.767,656.1452663
55.1,156.1,196.3360277
0.061,1.606,776.2471166
0.406,6.287,1721.868575
0.125,0.262,316.227766
14.08,47.87,149.279441
0.077,0.154,1570.362804
19.52,73.79,297.1666032
0.438,1.141,881.048873
4.16,18.94,155.238701
9.792,174.5,328.8516309
0.358,3.099,776.2471166
55.3,145.7,323.5936569
5.76,14.98,707.9457844
26.43,49.66,203.2357011
16.7,60.48,281.190083
53.38,107.8,162.9296033
20.74,63.81,63.82634862
1.472,3.136,1213.38885
26.3,43.39,381.9442708
29.82,63.36,613.7620052
0.091,0.364,1472.312502
0.147,0.249,2703.958364
9.152,52.67,326.5878322
6.848,36.48,215.7744409
0.128,0.448,2254.239212
26.24,130.1,142.5607594
0.96,1.856,168.6553025
0.043,0.099,778.036551
0.399,0.89,88.7156012
31.74,103.7,255.2701303
14.14,49.54,132.7394458
3.456,12.16,154.1700453
0.1,0.311,410.204103
4.608,9.216,83.56030182
85.18,212.4,80.72350302
0.392,1.247,1324.341535
25.73,66.94,169.0440932
3.328,9.664,204.1737945
7.424,20.61,334.9654392
27.39,63.23,97.94899854
30.98,76.42,162.5548756
21.63,65.86,153.1087462
11.07,40.32,112.4604974
0.119,0.399,514.0436516
7.168,17.86,246.0367604
0.501,3.904,208.4490883
6.144,15.68,91.41132415
8.832,39.94,108.1433951
0.064,0.576,512.861384
1.408,13.57,142.8893959
0.021,0.392,243.2204009
0.117,0.987,133.6595517
5.184,18.75,61.23503917
27.46,89.92,83.94599865
0.026,0.476,273.5268726
0.171,2.12,226.9864852
0.384,4.928,2449.063242
19.14,106,361.4098626
7.872,20.86,108.6425624
9.92,41.09,381.9442708
9.408,18.24,41.87935651
0.899,1.958,1025.651926
12.29,91.14,111.9437883
24.64,100.5,260.0159563
9.088,18.24,78.88601176
13.5,27.71,110.6623784
5.632,22.02,98.40111058
3.712,14.85,64.41692655
20.67,57.28,401.7908108
20.61,49.47,465.5860935
52.74,219.6,66.68067692
2.112,5.952,110.6623784
0.351,0.839,256.4484037
1.016,2.197,387.2576449
17.6,32.45,103.2761406
21.57,35.84,121.8989599
48.45,82.88,127.6438809
16.77,86.85,170.6082389
9.344,111.4,146.5547841
0.064,0.384,298.5382619
1.426,5.248,38.99419867
2.624,6.336,150.6607066
36.1,328.4,188.7991349
21.63,48.06,69.66265141
4.48,12.74,364.7539469
20.35,42.75,181.1340093
17.79,60.48,151.3561248
0.83,1.973,1348.962883
7.616,254,286.417797
26.24,95.74,186.6379691
1.152,7.424,148.9361078
0.768,2.56,115.0800389
18.37,39.3,123.3104833
3.2,9.6,169.8243652
4.288,9.792,141.9057522
0.204,1.011,487.5284901
3.392,13.89,147.2312502
111.8,130,240.43628
2.432,8.768,138.6755829
53.25,119.6,40.64433292
11.65,63.3,43.95416154
0.375,0.604,374.9730022
1.849,2.97,85.90135215
32.26,68.03,112.7197456
1.568,7.68,315.5004623
2.432,6.016,51.40436516
15.23,28.48,205.1162179
2.24,6.528,50.0034535
3.584,18.56,340.4081897
15.81,51.52,203.7042078
12.86,39.81,479.7334486
9.856,31.36,334.9654392
6.784,15.81,197.2422736
19.01,66.56,81.28305162
0.853,2.347,1135.010816
0.014,0.42,599.7910763
8.32,18.94,145.5459081
6.72,25.09,123.3104833
0.172,0.787,177.4189481
26.18,52.1,237.1373706
7.616,23.42,72.61059574
0.504,6.336,984.0111058
0.136,0.276,436.5158322
2.889,4.268,487.5284901
2.38,9.28,81.84647881
11.2,43.2,57.94286964
9.536,16.32,112.7197456
7.552,49.6,221.819642
33.54,70.66,123.8796587
83.2,151.4,97.94899854
27.39,52.42,72.44359601
8.384,18.43,160.6941253
12.99,26.69,65.31305526
11.14,48.83,246.0367604
8.896,41.73,59.02010802
15.74,26.69,90.57326009
0.192,0.384,630.9573445
12.42,26.62,169.0440932
73.92,124.2,211.348904
9.28,125.5,69.66265141
86.66,103.8,59.02010802
324.4,431.6,83.17637711
9.408,31.62,158.1248039
35.65,68.93,143.2187899
23.68,60.1,1109.174815
14.21,51.84,110.6623784
45.5,131.5,348.337315
6.4,23.23,74.81695005
0.344,0.945,187.4994508
0.256,5.056,156.675107
49.02,91.52,529.6634439
30.91,59.39,279.898132
20.48,42.75,350.751874
101.4,220.5,34.9945167
31.04,76.03,719.448978
126.8,154.4,350.751874
6.592,19.39,787.0457897
4.928,17.41,144.5439771
10.82,73.54,190.107828
3.392,15.74,230.1441817
0.072,0.118,665.2731562
23.23,74.18,162.1810097
0.462,1.016,400.8667176
5.568,20.93,138.6755829
8.512,23.62,76.73614894
21.25,67.52,306.9021988
0.486,0.894,177.0108958
22.02,47.23,21.67704105
30.14,70.02,55.84701947
0.924,3.264,217.2701179
5.76,19.2,300.6076303
3.904,36.86,73.28245331
2.88,8.64,279.898132
0.998,2.512,277.9713268
0.112,0.174,115.0800389
11.46,21.63,71.12135137
15.17,77.95,1285.28666
118.8,164.2,73.79042301
1.6,4.992,112.2018454
0.348,3.287,277.3320105
50.88,116,179.4733627
1.162,16.04,87.29713684
0.14,1.918,118.3041556
23.42,109,77.98301105
8.896,29.7,169.0440932
34.94,77.38,228.0342072
0.092,0.164,1538.15464
65.54,144.6,25.52701303
0.557,1.093,1129.795915
66.24,131.6,206.5380156
87.74,120,71.44963261
2.688,10.43,106.1695557
0.041,0.124,269.1534804
46.14,124.7,143.8798578
1.216,4.352,131.2199899
0.896,2.688,184.0772001
22.34,58.88,701.4552984
0.207,0.564,115.0800389
14.34,42.75,130.3166778
4.544,26.3,116.1448614
3.136,8.64,67.45280277
0.502,2.267,466.6593803
0.581,0.896,198.6094917
17.66,72.32,233.3458062
132.6,384.7,62.23002852
46.78,66.05,140.6047524
12.86,43.78,152.4052754
14.14,50.37,99.08319449
9.856,102.3,130.0169578
26.82,81.34,609.5368972
7.168,79.04,77.09034691
1.664,16.7,46.34469197
83.65,112.2,164.8162392
10.18,36.86,478.6300923
11.39,52.67,290.4022654
55.17,224.2,97.27472238
7.552,37.7,179.0605854
2.816,6.208,12.2179966
48.13,60.8,282.4879975
0.128,0.512,2079.696687
8.256,47.1,44.05548635
3.2,24.26,290.4022654
6.272,15.17,247.7422058
0.96,1.856,388.150366
18.88,65.79,506.9907083
0.268,0.422,171.0015315
8.576,16.96,65.91738952
14.66,64.7,594.2921586
16.06,51.78,487.5284901
21.63,67.39,136.4583137
7.872,23.68,33.49654392
37.31,39.42,138.6755829
31.87,294.8,174.1806873
0.508,1.039,126.1827535
18.69,34.05,62.66138647
1.472,3.456,716.1434102
71.62,231.9,88.1048873
0.24,0.579,174.9846689
4.48,15.04,187.068214
3.008,13.18,1002.305238
15.68,50.75,47.75292737
8.832,22.14,55.4625713
0.157,0.387,128.2330583
39.42,108.2,256.4484037
48.26,94.98,241.5460834
0.929,2.668,1285.28666
0.104,0.24,269.1534804
4.237,10.43,306.9021988
1.472,8.32,462.3810214
0.077,0.413,737.9042301
7.767,30.57,298.5382619
0.996,2.447,53.33348955
9.728,26.18,318.4197522
0.107,0.608,988.5530947
7.104,16.7,199.0673339
5.824,10.24,45.91980128
0.333,0.527,349.945167
49.6,75.14,198.1527026
12.22,32.51,189.2343619
7.68,22.66,426.5795188
2.944,14.34,156.3147643
8.896,17.66,90.15711376
0.064,0.128,423.642966
10.43,51.2,79.43282347
11.07,22.53,134.5860354
246.5,327.3,150.3141966
0.704,1.536,1367.728826
17.47,23.87,149.6235656
0.212,0.768,691.8309709
23.49,110.8,54.95408739
38.78,83.52,73.62070975
0.025,0.079,484.1723676
14.66,44.16,115.6112242
0.427,0.892,724.4359601
26.3,72.45,112.7197456
1.088,3.904,49.09078762
8.448,21.25,174.9846689
33.79,78.66,238.2319469
14.59,26.94,954.992586
108.9,133.4,387.2576449
68.22,106.6,339.6252726
114.8,148.2,123.3104833
3.648,28.93,88.1048873
0.279,0.353,418.7935651
4.416,33.02,270.3958364
11.46,20.8,135.2072563
0.075,0.218,1124.604974
0.384,1.664,154.1700453
0.774,2.288,1032.761406
0.64,10.11,453.9416167
26.5,82.18,86.49679188
1.472,3.584,696.6265141
4.583,18.43,327.3406949
57.86,164.4,571.4786367
0.051,0.123,765.5966069
0.559,1.002,1345.860354
21.82,136.2,114.5512941
2.816,15.49,88.7156012
57.73,115,408.3193863
9.92,38.98,75.8577575
0.192,0.384,572.796031
6.656,11.33,172.1868575
3.84,10.3,574.1164622
3.84,14.59,195.4339456
3.776,14.98,94.18895965
22.02,49.98,206.5380156
0.896,1.408,862.9785478
15.42,36.86,59.70352866
